,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Дигоми,€,Nadzaladevi,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
104,10-02-2020 11:59:11,Batumi,A08BZ,Subway,Метамфетамин рацемат 2г (MQ),,1,нет,Батуми,2 гр,0.0084,5395,2100,185,85,,,,,,,,,True,,,Metamfetamin ratsemat 2g (MQ)
105,10-02-2020 11:59:11,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,3,10,Батуми,0.27 гр,0.0223,14408,5607,494,227,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
106,10-02-2020 11:59:11,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0177,12694,4940,435,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
107,10-02-2020 11:59:11,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0926,60298,23465,2067,950,,,,,,,,,True,,,Hybrid Skunk! 50 gr
108,10-02-2020 11:59:11,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1755,114250,44460,3917,1800,,,,,,,,,True,,,Hybrid Skunk! 100 gr
109,10-02-2020 11:59:11,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2954,190416,74100,6529,3000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
110,10-02-2020 11:59:11,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2461,158680,61750,5441,2500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
111,10-02-2020 11:59:11,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0098,6347,2470,218,100,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
112,10-02-2020 11:59:11,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0044,3174,1235,109,50,,,,,,,,,True,,,kur'er v Batumi
113,10-02-2020 11:59:11,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0044,3174,1235,109,50,,,,,,,,,True,,,Vakansija Kur'era v Batumi
114,10-02-2020 11:59:11,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.007,5000,2301,171,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
115,10-02-2020 11:59:11,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0222,15868,6175,544,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
116,10-02-2020 11:59:11,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4754,952080,370500,32643,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
117,10-02-2020 11:59:11,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0487,31736,12350,1088,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
118,10-02-2020 12:01:00,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed OG Kush, (удобные клады в подъездах в центре) 1гр.",,нет,2,Кутаиси,1 гр,0.0036,2348,914,81,37,,,,,,,,,,,True,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr."
119,10-02-2020 12:01:00,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 3g",,нет,3,Кутаиси,3 гр,0.0103,6665,2594,229,105,,,,,,,,,,,True,"Shishki/Weeds OG Kush, 3g"
120,10-02-2020 12:01:00,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0098,6347,2470,218,100,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
