,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,Nadzaladevi,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),Тбилиси,Vake,€,Didube,Авлобари,Центр,Батуми,Кутаиси,desc_en
104,104,05-04-2020 05:02:48,Batumi,3ee37c89bb,[100g] SPAIN HASH,,,1,нет,Батуми,105 гр,0.3086,171012,60830,5659,2200.0,,,,,,,,True,,[100g] SPAIN HASH
105,105,05-04-2020 05:02:48,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,,1,13,Батуми,5 гр,0.0255,15547,5530,514,200.0,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
106,106,05-04-2020 05:02:48,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,,нет,2,Батуми,100 гр,0.2833,155465,55300,5144,2000.0,,,,,,,,True,,SUBOXIN - HQ - 100 G.
107,107,05-04-2020 05:02:48,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,,нет,3,Батуми,150 гр,0.2125,116599,41475,3858,1500.0,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
108,108,05-04-2020 05:02:48,Batumi,22610cd7c4,курьер в Батуми,,,1,нет,Батуми,1 гр,0.0128,7773,2765,257,100.0,,,,,,,,True,,kur'er v Batumi
109,109,05-04-2020 05:02:48,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,,1,нет,Батуми,5 гр,0.0319,19433,6913,643,250.0,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
110,110,05-04-2020 05:02:48,Batumi,ce6827deee,Ищу курьера в Грузии!,,,1,нет,Батуми,50 гр,0.0319,19433,6913,643,250.0,,,,,,,,True,,Ischu kur'era v Gruzii!
111,111,05-04-2020 05:02:48,Batumi,54915c4374,Работа на марки (курьер),,,1,нет,Батуми,50 гр,0.0383,23320,8295,772,300.0,,,,,,,,True,,Rabota na marki (kur'er)
112,112,05-04-2020 05:02:48,Batumi,ea97036e14,Вакансия оптового курьера на меф,,,нет,1,Батуми,400 гр,2.1231,1165988,414750,38583,15000.0,,,,,,,,True,,Vakansija optovogo kur'era na mef
113,113,05-04-2020 05:02:48,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,,нет,2,Батуми,1000 гр,0.0701,38866,13825,1286,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
114,114,05-04-2020 05:04:08,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,4,нет,Кутаиси,1 гр,0.0265,14847,5281,491,191.0,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
115,115,05-04-2020 05:04:08,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,7,нет,Кутаиси,1.5 гр,0.0201,11271,4009,373,145.0,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
116,116,05-04-2020 05:04:08,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,10,нет,Кутаиси,2 гр,0.0507,28372,10092,939,365.0,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
117,117,05-04-2020 05:04:08,Kutaisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,,1,нет,Кутаиси,2 гр,0.0048,2954,1051,98,38.0,,,,,,,,,True,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
118,118,05-04-2020 05:04:08,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,3,нет,Кутаиси,2 гр,0.0187,10494,3733,347,135.0,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
119,119,05-04-2020 05:04:08,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,10,нет,Кутаиси,3 гр,0.0382,21376,7604,707,275.0,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
