,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,€,Дигоми,Varketili,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
104,104,13-02-2020 14:43:55,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0175,12720,4940,438,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
105,105,13-02-2020 14:43:55,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0175,12720,4940,438,200.0,,,,,,,,,,,,Trebuetsja Kur'er
106,106,13-02-2020 14:43:55,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0192,12720,4940,438,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
107,107,13-02-2020 14:43:55,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.024,15900,6175,548,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
108,108,13-02-2020 14:43:55,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4535,954024,370500,32879,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
109,109,13-02-2020 14:45:16,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,4,10,Батуми,0.27 гр,0.022000000000000002,14438,5607,498,227.0,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
110,110,13-02-2020 14:45:16,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0174,12720,4940,438,200.0,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
111,111,13-02-2020 14:45:16,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0911,60422,23465,2082,950.0,,,,,,,,,True,,,Hybrid Skunk! 50 gr
112,112,13-02-2020 14:45:16,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1725,114483,44460,3945,1800.0,,,,,,,,,True,,,Hybrid Skunk! 100 gr
113,113,13-02-2020 14:45:16,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2904,190805,74100,6576,3000.0,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
114,114,13-02-2020 14:45:16,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.242,159004,61750,5480,2500.0,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
115,115,13-02-2020 14:45:16,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0097,6360,2470,219,100.0,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
116,116,13-02-2020 14:45:16,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0044,3180,1235,110,50.0,,,,,,,,,True,,,kur'er v Batumi
117,117,13-02-2020 14:45:16,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0044,3180,1235,110,50.0,,,,,,,,,True,,,Vakansija Kur'era v Batumi
118,118,13-02-2020 14:45:16,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0069,5000,2301,174,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
119,119,13-02-2020 14:45:16,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0218,15900,6175,548,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
120,120,13-02-2020 14:45:16,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4508,954024,370500,32879,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
121,121,13-02-2020 14:45:16,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0479,31801,12350,1096,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
122,122,13-02-2020 14:46:21,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0019,1272,494,44,20.0,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
123,123,13-02-2020 14:46:21,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,нет,Кутаиси,1 гр,0.0036,2353,914,81,37.0,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
124,124,13-02-2020 14:46:21,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0072,4707,1828,162,74.0,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
125,125,13-02-2020 14:46:21,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0102,6678,2594,230,105.0,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
126,126,13-02-2020 14:46:21,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0097,6360,2470,219,100.0,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
