,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
106,106,05-02-2020 18:13:00,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0984,60015,23655,2041,950.0,,,,,,,,,,Hybrid Skunk! 50 gr
107,107,05-02-2020 18:13:00,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2071,126348,49800,4296,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
108,108,05-02-2020 18:13:00,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1864,113714,44820,3866,1800.0,,,,,,,,,,Hybrid Skunk! 100 gr
109,109,05-02-2020 18:13:00,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2588,157936,62250,5370,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
110,110,05-02-2020 18:13:00,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0405,27165,10707,924,430.0,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
111,111,05-02-2020 18:13:00,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4762,290601,114540,9881,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
112,112,05-02-2020 18:13:00,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7765,473807,186750,16110,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
113,113,05-02-2020 18:13:00,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.88,536981,211650,18258,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
114,114,05-02-2020 18:13:00,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0188,12635,4980,430,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
115,115,05-02-2020 18:13:00,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0188,12635,4980,430,200.0,,,,,,,,,,Trebuetsja Kur'er
116,116,05-02-2020 18:13:00,Tbilisi,16dfc5477e,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0207,12635,4980,430,200.0,,,,,,,,,,Trebuetsja sotrudnik
117,117,05-02-2020 18:13:00,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0207,12635,4980,430,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
118,118,05-02-2020 18:13:00,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0259,15794,6225,537,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
119,119,05-02-2020 18:13:00,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5671,947613,373500,32220,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
120,120,05-02-2020 18:15:16,Batumi,012f23b5ea,Power Africa 1g,,2,нет,Батуми,1 гр,0.0047,3159,1245,107,50.0,,,,,,,True,,,Power Africa 1g
121,121,05-02-2020 18:15:16,Batumi,d50134d8a6,zkittlez 1g,,3,нет,Батуми,1 гр,0.0042,2843,1121,97,45.0,,,,,,,True,,,zkittlez 1g
122,122,05-02-2020 18:15:16,Batumi,d4df7908c3,"Шишки / weeds OGKZ, 1гр --- Удобные клады в подъездах!",,3,нет,Батуми,1 гр,0.0051,3096,1220,105,49.0,,,,,,,,True,,"Shishki / weeds OGKZ, 1gr --- Udobnye klady v pod'ezdah!"
123,123,05-02-2020 18:15:16,Batumi,012f23b5ea,Power Africa 2g,,1,нет,Батуми,2 гр,0.008,5370,2117,183,85.0,,,,,,,,True,,Power Africa 2g
124,124,05-02-2020 18:15:16,Batumi,d50134d8a6,speedi+ 2g,,3,нет,Батуми,2 гр,0.0085,5686,2241,193,90.0,,,,,,,True,,,speedi+ 2g
125,125,05-02-2020 18:15:16,Batumi,d4df7908c3,"Шишки / weeds OGKZ, 2г",,1,нет,Батуми,2 гр,0.0104,6254,2465,213,99.0,,,,,,,,True,,"Shishki / weeds OGKZ, 2g"
126,126,05-02-2020 18:15:16,Batumi,d50134d8a6,"Combo: bruce lee, wembley, speedi+ (3g)",,2,нет,Батуми,3 гр,0.0141,9476,3735,322,150.0,,,,,,,True,,,"Combo: bruce lee, wembley, speedi+ (3g)"
127,127,05-02-2020 18:15:16,Batumi,c225d2f67d,Гашиш Евро 4гр,,1,нет,Батуми,4 гр,0.0203,12635,4980,430,200.0,,,,,,,True,,,Gashish Evro 4gr
128,128,05-02-2020 18:15:16,Batumi,16be2c8499,Мощные жирные марки 25i nbome 50шт. Готовые клады в Грузии от производителя!,,1,нет,Батуми,50 гр,0.032,21479,8466,730,340.0,,,,,,,True,,,Moschnye zhirnye marki 25i nbome 50sht. Gotovye klady v Gruzii ot proizvoditelja!
129,129,05-02-2020 18:15:16,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G,,4,10,Батуми,0.27 гр,0.0262,15794,6225,537,250.0,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G
130,130,05-02-2020 18:15:16,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,3,19,Батуми,5 гр,0.0188,12635,4980,430,200.0,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
131,131,05-02-2020 18:15:16,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0984,60015,23655,2041,950.0,,,,,,,True,,,Hybrid Skunk! 50 gr
132,132,05-02-2020 18:15:16,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1865,113714,44820,3866,1800.0,,,,,,,True,,,Hybrid Skunk! 100 gr
133,133,05-02-2020 18:15:16,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3139,189523,74700,6444,3000.0,,,,,,,True,,,SUBOXIN - HQ - 100 G.
134,134,05-02-2020 18:15:16,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2616,157936,62250,5370,2500.0,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
135,135,05-02-2020 18:15:16,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0105,6317,2490,215,100.0,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
136,136,05-02-2020 18:15:16,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0047,3159,1245,107,50.0,,,,,,,True,,,kur'er v Batumi
137,137,05-02-2020 18:15:16,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0047,3159,1245,107,50.0,,,,,,,True,,,Vakansija Kur'era v Batumi
138,138,05-02-2020 18:15:16,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0075,5000,2301,169,,,,,,,,True,,,Vakansija Kur'era v Batumi
139,139,05-02-2020 18:15:16,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0235,15794,6225,537,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
140,140,05-02-2020 18:15:16,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5682,947613,373500,32220,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
141,141,05-02-2020 18:15:16,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0518,31587,12450,1074,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
142,142,05-02-2020 18:17:47,Kutaisi,d4df7908c3,"Шишки/weed OG Kush, (удобные клады в подъездах в центре) 1гр.",,нет,3,Кутаиси,1 гр,0.0039,2337,921,79,37.0,,,,,,,,,True,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr."
143,143,05-02-2020 18:17:47,Kutaisi,d4df7908c3,"Шишки/Weeds OG Kush, 3g",,нет,3,Кутаиси,3 гр,0.011000000000000001,6633,2615,226,105.0,,,,,,,,,True,"Shishki/Weeds OG Kush, 3g"
144,144,05-02-2020 18:17:47,Kutaisi,d4df7908c3,"Шишки/Weeds OG Kush, 5g",,нет,3,Кутаиси,5 гр,0.0167,10108,3984,344,160.0,,,,,,,,,True,"Shishki/Weeds OG Kush, 5g"
145,145,05-02-2020 18:17:47,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0105,6317,2490,215,100.0,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
