,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Vake,Saburtalo,Gldani,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
103,103,23-03-2020 09:03:52,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.034,19511,7025,640,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
104,104,23-03-2020 09:03:52,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0204,11707,4215,384,150.0,,,,,,,,,,True,,Rabota na marki (kur'er)
105,105,23-03-2020 09:03:52,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.034,19511,7025,640,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
106,106,23-03-2020 09:03:52,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.2666,1170665,421500,38387,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
107,107,23-03-2020 09:03:52,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0749,39022,14050,1280,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
108,108,23-03-2020 09:05:09,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.0304,15999,5761,525,205.0,,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
109,109,23-03-2020 09:05:09,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0266,13970,5030,458,179.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
110,110,23-03-2020 09:05:09,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0577,30359,10931,995,389.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
111,111,23-03-2020 09:05:09,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0249,13111,4721,430,168.0,,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
112,112,23-03-2020 09:05:09,Kutaisi,be97026d1d,MDMA from Europe!!! 3g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0475,24974,8992,819,320.0,,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! KUTAISI!!!
113,113,23-03-2020 09:05:09,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0204,11707,4215,384,150.0,,,,,,,,,,,True,Rabota na marki (kur'er)
