,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,Old Tbilisi (Старый город),$,Saburtalo,Авлобари,Дигоми,Gldani,Varketili,Didube,Nadzaladevi,€,Центр,Батуми,Кутаиси,desc_en
102,102,05-05-2020 23:58:20,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0196,5430,491,14545,,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
103,103,05-05-2020 23:58:20,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0215,5430,491,14545,,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
104,104,05-05-2020 23:58:20,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0269,6788,614,18182,,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
105,105,05-05-2020 23:59:09,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0215,5430,491,14545,,200.0,,,,,,,,,,,,Rabota na marki (kur'er)
106,106,05-05-2020 23:59:09,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6276,407250,36816,1090895,,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
107,107,06-05-2020 00:00:51,Batumi,54915c4374,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0037,944,86,2532,,,,,,,,,,32.0,True,,,Batumi n-booom 2 shtuki
108,108,06-05-2020 00:00:51,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2366,59730,5400,159998,,2200.0,,,,,,,,,,True,,[100g] SPAIN HASH
109,109,06-05-2020 00:00:51,Batumi,54915c4374,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0066,1652,150,4431,,,,,,,,,,56.0,,True,,Marki N-VoooooM!!!! 4 shtuki
110,110,06-05-2020 00:00:51,Batumi,54915c4374,"""Джокер экспрес"" марки нбооом 10 шт",,нет,7,Батуми,10 гр,0.0118,2987,270,8000,,110.0,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
111,111,06-05-2020 00:00:51,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 100 грамм ♥,,нет,1,Батуми,100 гр,0.0501,15599,1102,33900,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 100 gramm ♥
112,112,06-05-2020 00:00:51,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1671,51992,3672,112990,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
113,113,06-05-2020 00:00:51,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2645,82321,5815,178900,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
114,114,06-05-2020 00:00:51,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0098,2715,245,7273,,100.0,,,,,,,,,,True,,kur'er v Batumi
115,115,06-05-2020 00:00:51,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0244,6788,614,18182,,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
116,116,06-05-2020 00:00:51,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0244,6788,614,18182,,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
117,117,06-05-2020 00:00:51,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6276,407250,36816,1090895,,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
118,118,06-05-2020 00:00:51,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0538,13575,1227,36363,,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
119,119,06-05-2020 00:02:35,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0232,5973,540,16000,,220.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
120,120,06-05-2020 00:02:35,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0559,14118,1276,37818,,520.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
121,121,06-05-2020 00:02:35,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0411,10589,957,28363,,390.0,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
122,122,06-05-2020 00:02:35,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0215,5430,491,14545,,200.0,,,,,,,,,,,True,Rabota na marki (kur'er)
