,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Gldani,Дигоми,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
108,15-02-2020 13:29:57,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,10,10,Батуми,0.27 гр,0.0219,14404,5593,499,227,,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
109,15-02-2020 13:29:57,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0174,12691,4928,440,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
110,15-02-2020 13:29:57,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0908,60281,23408,2089,950,,,,,,,,True,,Hybrid Skunk! 50 gr
111,15-02-2020 13:29:57,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1721,114216,44352,3957,1800,,,,,,,,True,,Hybrid Skunk! 100 gr
112,15-02-2020 13:29:57,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2897,190361,73920,6596,3000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
113,15-02-2020 13:29:57,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2414,158634,61600,5497,2500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
114,15-02-2020 13:29:57,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0097,6345,2464,220,100,,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
115,15-02-2020 13:29:57,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0043,3173,1232,110,50,,,,,,,,True,,kur'er v Batumi
116,15-02-2020 13:29:57,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0043,3173,1232,110,50,,,,,,,,True,,Vakansija Kur'era v Batumi
117,15-02-2020 13:29:57,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0069,5000,2301,173,,,,,,,,,True,,Vakansija Kur'era v Batumi
118,15-02-2020 13:29:57,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0217,15863,6160,550,250,,,,,,,,True,,Ischu kur'era v Gruzii!
119,15-02-2020 13:29:57,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4473,951804,369600,32979,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
120,15-02-2020 13:29:57,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0478,31727,12320,1099,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
121,15-02-2020 13:31:16,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0021,1396,542,48,22,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
122,15-02-2020 13:31:16,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0039,2538,986,88,40,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
123,15-02-2020 13:31:16,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0077,5076,1971,176,80,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
124,15-02-2020 13:31:16,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0107,7043,2735,244,111,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
125,15-02-2020 13:31:16,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0097,6345,2464,220,100,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
