,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Varketili,Saburtalo,Zahesi,Дигоми,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
102,25-06-2020 15:28:57,Batumi,EIH4,San4oPan4o,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,4,нет,Батуми,0.25 гр,0.0135,9289,3596,319,,,,,,,119,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
103,25-06-2020 15:28:57,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,нет,10,Батуми,0.25 гр,0.0311,20840,8043,712,300,,,,,,,,,True,,METADON - 0.25 - SALE
104,25-06-2020 15:28:57,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1541,104199,40215,3559,1500,,,,,,,,,True,,Gerojn (sirets) 5 gr
105,25-06-2020 15:28:57,Batumi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.226,152825,58982,5220,2200,,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
106,25-06-2020 15:28:57,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1671,112990,51992,3888,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
107,25-06-2020 15:28:57,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2645,178900,82321,6155,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
108,25-06-2020 15:28:57,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6947,2681,237,100,,,,,,,,,True,,kur'er v Batumi
109,25-06-2020 15:28:57,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0233,17367,6703,593,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
110,25-06-2020 15:28:57,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0233,17367,6703,593,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
111,25-06-2020 15:28:57,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,2,Батуми,1 гр,0.0205,13893,5362,475,200,,,,,,,,,True,,Kur'er Batumi na marihuanu
112,25-06-2020 15:28:57,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5546,1041990,402150,35589,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
113,25-06-2020 15:28:57,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0514,34733,13405,1186,500,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
