,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Nadzaladevi,Дигоми,€,Didube,Saburtalo,Gldani,Vake,Old Tbilisi (Старый город),Авлобари,Varketili,Батуми,Центр,Кутаиси,desc_en
95,14-07-2020 08:09:49,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0524,35241,13583,1204,,,,440,,,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
96,14-07-2020 08:09:49,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0465,31237,12039,1068,,,,390,,,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
97,14-07-2020 08:09:49,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0476,31957,12317,1092,,,,399,,,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
98,14-07-2020 08:09:49,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1666,112990,51992,3861,,,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
99,14-07-2020 08:09:49,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2638,178900,82321,6113,,,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
100,14-07-2020 08:09:49,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7075,2725,242,100,,,,,,,,,,,True,,,kur'er v Batumi
101,14-07-2020 08:09:49,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0237,17687,6813,605,250,,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
102,14-07-2020 08:09:49,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0237,17687,6813,605,250,,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
103,14-07-2020 08:09:49,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0209,14150,5450,484,200,,,,,,,,,,,True,,,Kur'er Batumi na marihuanu
104,14-07-2020 08:09:49,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5793,1061219,408750,36278,15000,,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
105,14-07-2020 08:09:49,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0522,35374,13625,1209,500,,,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
106,14-07-2020 08:11:28,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4403,298556,114995,10206,4220,,,,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
