,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Vake,Varketili,€,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
106,106,21-02-2020 17:43:39,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.049,31443,11985,1078,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
107,107,21-02-2020 17:43:39,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0802,52000,23928,1798,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
108,108,21-02-2020 17:43:39,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0396,25656,9779,880,399.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
109,109,21-02-2020 17:43:39,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,3,Тбилиси,10 гр,0.1804,128602,49020,4410,2000.0,,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
110,110,21-02-2020 17:43:39,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,3,5,Тбилиси,10 гр,0.0351,22505,8579,772,350.0,,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
111,111,21-02-2020 17:43:39,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0794,51441,19608,1764,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
112,112,21-02-2020 17:43:39,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.036000000000000004,25656,9779,880,399.0,,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
113,113,21-02-2020 17:43:39,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2207,143069,54535,4906,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
114,114,21-02-2020 17:43:39,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2976,212193,80883,7276,3300.0,,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
115,115,21-02-2020 17:43:39,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0701,45011,17157,1543,700.0,,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
116,116,21-02-2020 17:43:39,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0666,45011,17157,1543,700.0,,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
117,117,21-02-2020 17:43:39,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1082,77161,29412,2646,1200.0,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
118,118,21-02-2020 17:43:39,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0951,64237,24485,2203,999.0,,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
119,119,21-02-2020 17:43:39,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0943,61086,23285,2095,950.0,,,,,,,,,,,,Hybrid Skunk! 50 gr
120,120,21-02-2020 17:43:39,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1984,128602,49020,4410,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
121,121,21-02-2020 17:43:39,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1786,115741,44118,3969,1800.0,,,,,,,,,,,,Hybrid Skunk! 100 gr
122,122,21-02-2020 17:43:39,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.248,160752,61275,5512,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
123,123,21-02-2020 17:43:39,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0388,27649,10539,948,430.0,,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
124,124,21-02-2020 17:43:39,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4564,295784,112746,10142,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
125,125,21-02-2020 17:43:39,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7441,482256,183825,16536,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
126,126,21-02-2020 17:43:39,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8433,546557,208335,18741,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
127,127,21-02-2020 17:43:39,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.018000000000000002,12860,4902,441,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
128,128,21-02-2020 17:43:39,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.018000000000000002,12860,4902,441,200.0,,,,,,,,,,,,Trebuetsja Kur'er
129,129,21-02-2020 17:43:39,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0198,12860,4902,441,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
130,130,21-02-2020 17:43:39,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0248,16075,6128,551,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
131,131,21-02-2020 17:43:39,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5017,964512,367650,33072,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
132,132,21-02-2020 17:45:30,Batumi,d30ed85c42,Amphetamine-sulphate 0.5g Best Billy.,,5,нет,Батуми,0.5 гр,0.0055,3537,1348,121,55.0,,,,,,,,,True,,,Amphetamine-sulphate 0.5g Best Billy.
133,133,21-02-2020 17:45:30,Batumi,d30ed85c42,XTC-MDMA 0.5g purity 93%+,,18,нет,Батуми,0.5 гр,0.0081,5144,1961,176,80.0,,,,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
134,134,21-02-2020 17:45:30,Batumi,c72111ac1a,NZT-52 mind storm limited 1г мука,,3,нет,Батуми,1 гр,0.0172,12217,4657,419,190.0,,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
135,135,21-02-2020 17:45:30,Batumi,d4df7908c3,"Шишки / weeds OG Kush, 2г",,4,нет,Батуми,2 гр,0.0091,5787,2206,198,90.0,,,,,,,,,True,,,"Shishki / weeds OG Kush, 2g"
136,136,21-02-2020 17:45:30,Batumi,d4df7908c3,"Шишки OG Kush, 3гр.",,1,нет,Батуми,3 гр,0.0136,8681,3309,298,135.0,,,,,,,,,True,,,"Shishki OG Kush, 3gr."
137,137,21-02-2020 17:45:30,Batumi,d4df7908c3,"Шишки / weed OG Kush, 5гр",,1,нет,Батуми,5 гр,0.0227,14468,5515,496,225.0,,,,,,,,,True,,,"Shishki / weed OG Kush, 5gr"
138,138,21-02-2020 17:45:30,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,10,Батуми,0.27 гр,0.0229,14596,5564,500,227.0,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
139,139,21-02-2020 17:45:30,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0181,12860,4902,441,200.0,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
140,140,21-02-2020 17:45:30,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0948,61086,23285,2095,950.0,,,,,,,,,True,,,Hybrid Skunk! 50 gr
141,141,21-02-2020 17:45:30,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1796,115741,44118,3969,1800.0,,,,,,,,,True,,,Hybrid Skunk! 100 gr
142,142,21-02-2020 17:45:30,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3024,192902,73530,6614,3000.0,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
143,143,21-02-2020 17:45:30,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.252,160752,61275,5512,2500.0,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
144,144,21-02-2020 17:45:30,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0101,6430,2451,220,100.0,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
145,145,21-02-2020 17:45:30,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0045,3215,1226,110,50.0,,,,,,,,,True,,,kur'er v Batumi
146,146,21-02-2020 17:45:30,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0045,3215,1226,110,50.0,,,,,,,,,True,,,Vakansija Kur'era v Batumi
147,147,21-02-2020 17:45:30,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,173,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
148,148,21-02-2020 17:45:30,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0227,16075,6128,551,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
149,149,21-02-2020 17:45:30,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0227,16075,6128,551,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
150,150,21-02-2020 17:45:30,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5104,964512,367650,33072,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
151,151,21-02-2020 17:45:30,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0499,32150,12255,1102,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
152,152,21-02-2020 17:47:05,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,1,нет,Кутаиси,0.5 гр,0.002,1286,490,44,20.0,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
153,153,21-02-2020 17:47:05,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0038,2443,931,84,38.0,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
154,154,21-02-2020 17:47:05,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0074,4758,1814,163,74.0,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
155,155,21-02-2020 17:47:05,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0109,6944,2647,238,108.0,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
156,156,21-02-2020 17:47:05,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.01,6430,2451,220,100.0,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
