,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Gldani,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
109,05-02-2020 22:26:39,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0203,12635,4980,430,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
110,05-02-2020 22:26:39,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0253,15794,6225,537,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
111,05-02-2020 22:26:39,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5343,947613,373500,32220,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
112,05-02-2020 22:28:07,Batumi,O9SXJ,Parnavaz,"Шишки / weed OGKZ, 0,5г",,1,нет,Батуми,0.5 гр,0.0028,1706,672,58,27,,,,,,,True,,,"Shishki / weed OGKZ, 0,5g"
113,05-02-2020 22:28:07,Batumi,XHR,420Factory,Power Africa 1g,,2,нет,Батуми,1 гр,0.0046,3159,1245,107,50,,,,,,,,True,,Power Africa 1g
114,05-02-2020 22:28:07,Batumi,2PSS,DonDRAKON,zkittlez 1g,,2,нет,Батуми,1 гр,0.0041,2843,1121,97,45,,,,,,,,True,,zkittlez 1g
115,05-02-2020 22:28:07,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OGKZ, 1гр --- Удобные клады в подъездах!",,2,нет,Батуми,1 гр,0.005,3096,1220,105,49,,,,,,,True,,,"Shishki / weeds OGKZ, 1gr --- Udobnye klady v pod'ezdah!"
116,05-02-2020 22:28:07,Batumi,XHR,420Factory,Power Africa 2g,,1,нет,Батуми,2 гр,0.0078,5370,2117,183,85,,,,,,,True,,,Power Africa 2g
117,05-02-2020 22:28:07,Batumi,2PSS,DonDRAKON,speedi+ 2g,,2,нет,Батуми,2 гр,0.0083,5686,2241,193,90,,,,,,,,True,,speedi+ 2g
118,05-02-2020 22:28:07,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OGKZ, 2г",,1,нет,Батуми,2 гр,0.0101,6254,2465,213,99,,,,,,,True,,,"Shishki / weeds OGKZ, 2g"
119,05-02-2020 22:28:07,Batumi,2PSS,DonDRAKON,"Combo: bruce lee, wembley, speedi+ (3g)",,4,нет,Батуми,3 гр,0.0138,9476,3735,322,150,,,,,,,,True,,"Combo: bruce lee, wembley, speedi+ (3g)"
120,05-02-2020 22:28:07,Batumi,SM7B,SWEETWEED,Гашиш Евро 4гр,,1,нет,Батуми,4 гр,0.0199,12635,4980,430,200,,,,,,,,True,,Gashish Evro 4gr
121,05-02-2020 22:28:07,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G,,4,10,Батуми,0.27 гр,0.0256,15794,6225,537,250,,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G
122,05-02-2020 22:28:07,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,3,19,Батуми,5 гр,0.0184,12635,4980,430,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
123,05-02-2020 22:28:07,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0963,60015,23655,2041,950,,,,,,,,True,,Hybrid Skunk! 50 gr
124,05-02-2020 22:28:07,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1825,113714,44820,3866,1800,,,,,,,,True,,Hybrid Skunk! 100 gr
125,05-02-2020 22:28:07,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3071,189523,74700,6444,3000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
126,05-02-2020 22:28:07,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2559,157936,62250,5370,2500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
127,05-02-2020 22:28:07,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0102,6317,2490,215,100,,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
128,05-02-2020 22:28:07,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3159,1245,107,50,,,,,,,,True,,kur'er v Batumi
129,05-02-2020 22:28:07,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3159,1245,107,50,,,,,,,,True,,Vakansija Kur'era v Batumi
130,05-02-2020 22:28:07,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0073,5000,2301,169,,,,,,,,,True,,Vakansija Kur'era v Batumi
131,05-02-2020 22:28:07,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.023,15794,6225,537,250,,,,,,,,True,,Ischu kur'era v Gruzii!
132,05-02-2020 22:28:07,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5343,947613,373500,32220,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
133,05-02-2020 22:28:07,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0507,31587,12450,1074,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
134,05-02-2020 22:29:51,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed OG Kush, (удобные клады в подъездах в центре) 1гр.",,нет,3,Кутаиси,1 гр,0.0038,2337,921,79,37,,,,,,,,,True,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr."
135,05-02-2020 22:29:51,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 3g",,нет,3,Кутаиси,3 гр,0.0107,6633,2615,226,105,,,,,,,,,True,"Shishki/Weeds OG Kush, 3g"
136,05-02-2020 22:29:51,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 5g",,нет,3,Кутаиси,5 гр,0.0163,10108,3984,344,160,,,,,,,,,True,"Shishki/Weeds OG Kush, 5g"
137,05-02-2020 22:29:51,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0102,6317,2490,215,100,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
