,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),Тбилиси,Vake,Дигоми,Varketili,Авлобари,Gldani,Didube,€,Центр,Батуми,Кутаиси,desc_en
102,102,05-05-2020 08:23:11,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0266,18182,6788,614,250.0,,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
103,103,05-05-2020 08:23:11,Tbilisi,54915c4374,Работа на марки (курьер),,нет,1,Тбилиси,25 гр,0.0213,14545,5430,491,200.0,,True,,,,,,,,,,,Rabota na marki (kur'er)
104,104,05-05-2020 08:23:11,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.6124,1090895,407250,36816,15000.0,,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
105,105,05-05-2020 08:25:04,Batumi,54915c4374,Батуми н-бооом 2 штуки,,3,нет,Батуми,2 гр,0.0037,2532,947,86,,,,,,,,,,32.0,True,,,Batumi n-booom 2 shtuki
106,106,05-05-2020 08:25:04,Batumi,54915c4374,Батуми н-бооом 3 штуки,,2,нет,Батуми,3 гр,0.0052,3560,1332,121,,,,,,,,,,45.0,True,,,Batumi n-booom 3 shtuki
107,107,05-05-2020 08:25:04,Batumi,54915c4374,Батуми н-бооом 5 штук,,1,нет,Батуми,5 гр,0.0063,4747,1776,161,,,,,,,,,,60.0,,True,,Batumi n-booom 5 shtuk
108,108,05-05-2020 08:25:04,Batumi,3c4662c591,шишки марихуаны 5G,,3,нет,Батуми,5 гр,0.0317,21818,8145,736,300.0,,,,,,,,,,True,,,shishki marihuany 5G
109,109,05-05-2020 08:25:04,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2324,159998,59730,5400,2200.0,,,,,,,,,,,True,,[100g] SPAIN HASH
110,110,05-05-2020 08:25:04,Batumi,54915c4374,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0064,4431,1658,150,,,,,,,,,,56.0,,True,,Marki N-VoooooM!!!! 4 shtuki
111,111,05-05-2020 08:25:04,Batumi,54915c4374,"""Джокер экспрес"" марки нбооом 10 шт",,нет,8,Батуми,10 гр,0.0116,8000,2987,270,110.0,,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
112,112,05-05-2020 08:25:04,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1641,112990,51992,3672,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
113,113,05-05-2020 08:25:04,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2598,178890,82316,5814,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
114,114,05-05-2020 08:25:04,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7273,2715,245,100.0,,,,,,,,,,,True,,kur'er v Batumi
115,115,05-05-2020 08:25:04,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,18182,6788,614,250.0,,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
116,116,05-05-2020 08:25:04,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,18182,6788,614,250.0,,,,,,,,,,,True,,Ischu kur'era v Gruzii!
117,117,05-05-2020 08:25:04,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5989,1090895,407250,36816,15000.0,,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
118,118,05-05-2020 08:25:04,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0528,36363,13575,1227,500.0,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
119,119,05-05-2020 08:27:16,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0228,16000,5973,540,220.0,,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
120,120,05-05-2020 08:27:16,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.055,37818,14118,1276,520.0,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
121,121,05-05-2020 08:27:16,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0404,28363,10589,957,390.0,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
122,122,05-05-2020 08:27:16,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0212,14545,5430,491,200.0,,,,,,,,,,,,True,Rabota na marki (kur'er)
